c,x,y,z
0,1.44363,1.71599,8.95
1,3.11449,2.14725,2.85
2,6.18435,6.2023,18.8
3,5.44817,6.42867,6.9
4,2.95881,0.19953,17.35
5,5.75155,0.66947,7.1
6,3.71936,2.28778,14.6
7,4.93879,6.89303,12.8
8,2.5,6.8631,5.85
9,4.90922,0.96449,1.95
10,0.69791,5.40206,3.95
11,5.5524,0.80624,3.05
12,2.93706,5.58069,15.6
13,4.75307,3.08625,16.7
14,2.82777,4.05361,5.25
15,2.36867,5.20556,18.2
16,0.31953,0.5,13.55
17,0.83833,0.37811,9.5
18,0.97875,1.44978,5.15
19,4.39965,3.46297,1.55
20,4.07225,4.88725,12.35
21,6.27027,4.35538,5.6
22,3.54367,1.7442,8.95
23,0.32536,4.0,0.7
24,0.92775,3.21385,7.75
25,1.09414,5.82607,2.6
26,1.39303,1.39751,16.65
27,3.95633,0.44239,13.15
28,5.11783,0.70007,17.05
29,6.91375,3.15985,14.25
30,5.40323,4.55761,9.8
31,1.52941,2.39303,19.25
32,1.27617,4.61214,11.55
33,5.99193,5.61065,3.65
34,1.67106,1.0377,11.7
35,6.03722,4.10697,14.4
