c,x,y,z
0,1.62231,3.80544,11.7
1,1.46547,3.44239,2.15
2,0.4182,1.9238,18.85
3,1.37981,4.16585,10.35
4,1.54802,5.34351,18.3
5,6.80016,3.33084,10.1
6,0.44239,5.21419,16.25
7,4.689,0.18928,12.9
8,5.54597,4.06946,2.4
9,6.34135,5.89133,4.55
10,3.66691,4.60697,3.7
11,3.7481,1.36542,5.0
12,1.93566,1.5,6.35
13,6.5524,5.80279,14.55
14,3.9851,6.94203,8.4
15,3.2592,3.34971,18.25
16,4.18241,3.25096,14.2
17,1.72955,6.28484,7.5
18,2.55331,3.69386,8.9
19,2.3066,2.05261,1.0
20,3.87233,5.05589,1.45
21,6.5,5.44239,8.45
22,2.14422,2.04906,18.55
23,5.52954,6.6626,1.25
24,4.28799,4.18792,7.5
25,0.89303,4.19717,4.6
26,4.92137,0.91097,17.55
27,6.15094,2.07103,3.65
28,5.5,3.91584,17.45
29,4.6386,2.34373,9.05
30,2.5,1.27794,13.4
31,3.29888,0.46499,13.75
32,2.33817,6.64958,11.55
33,1.88217,0.23074,5.15
34,2.3271,1.85634,16.5
35,5.06823,3.98916,13.4
