c,x,y,z
0,0.5,2.69824,15.45
1,4.53299,5.78086,1.75
2,5.37337,2.86198,18.0
3,1.87465,4.04795,0.9
4,2.04637,2.61214,18.3
5,2.36223,0.52671,16.9
6,3.01842,4.92321,19.0
7,2.86209,3.35426,4.95
8,2.60402,4.86209,17.75
9,5.82577,4.61841,1.9
10,6.87022,5.76325,10.4
11,6.10697,0.27794,7.8
12,4.70175,1.87071,5.35
13,4.65682,2.55761,15.6
14,0.12579,1.56614,2.65
15,0.73309,6.95494,15.7
16,6.49653,6.17225,18.85
17,2.74854,0.22409,10.8
18,5.46054,6.52333,11.6
19,2.17202,5.90404,2.05
20,1.11719,6.09427,4.9
21,1.07438,0.44035,9.8
22,0.9189,3.72206,6.45
23,2.75155,2.20082,8.85
24,4.90632,1.14286,1.8
25,6.57802,3.30614,5.55
26,4.90586,0.40323,16.6
27,1.74132,0.32393,6.55
28,5.59165,5.17559,13.25
29,2.60249,5.82925,10.25
30,4.20685,1.12579,11.5
31,6.51244,4.19199,9.75
32,2.55488,3.09814,12.95
33,2.14832,4.51795,3.55
34,5.72206,2.87465,11.75
35,4.65845,6.17202,13.95
