Re,Rx2,Ry2,Rz2
9.433981132056603,0,25,64
5.744562646538029,1.0,16.0,16
7.280109889280518,49.0,0,4
4.58257569495584,16.0,1,4
5.916079783099616,25.0,9.0,1
1.7320508075688772,1,1,1
3.0,4,4,1
8.306623862918075,1.0,64.0,4
5.744562646538029,1,16.0,16
4.123105625617661,16.0,0,1
5.744562646538029,4.0,4.0,25
8.660254037844387,25.0,49.0,1
5.385164807134504,9.0,4.0,16
3.605551275463989,4.0,0,9
2.23606797749979,1,0,4
3.605551275463989,9,0.0,4
4.58257569495584,1.0,4,16
6.4031242374328485,4.0,1,36
5.196152422706632,25.0,1,1
3.605551275463989,9.0,4.0,0
4.123105625617661,1,16,0
6.708203932499369,4,25.0,16
5.744562646538029,1,16.0,16
5.0,0,16.0,9
4.123105625617661,0,1,16
3.605551275463989,9.0,0,4
5.385164807134504,16.0,9,4
4.123105625617661,0.0,16.0,1
5.0,16,9.0,0
3.3166247903554,1,1.0,9
5.385164807134504,16.0,4,9
5.0,9,0,16
1.0,0,1,0
2.23606797749979,4.0,0,1
6.4031242374328485,36.0,4.0,1
1.7320508075688772,1.0,1.0,1
