Re,Rx2,Ry2,Rz2
1.7320508075688772,1.0,1,1
4.123105625617661,9,4,4
3.0,1,4,4
5.385164807134504,16.0,9.0,4
3.1622776601683795,0,9.0,1
3.0,4,1.0,4
5.385164807134504,25.0,4,0
1.0,0,0,1
6.557438524302,25,9.0,9
3.0,4.0,4,1
4.123105625617661,16.0,0.0,1
5.656854249492381,16,16,0
4.358898943540674,1,9.0,9
2.23606797749979,4.0,0,1
3.3166247903554,1,9.0,1
3.0,1,4,4
3.0,4.0,4,1
3.605551275463989,9,0,4
3.0,0.0,0,9
2.8284271247461903,0.0,4.0,4
3.605551275463989,0,4.0,9
4.123105625617661,4,4,9
2.23606797749979,0,4,1
3.3166247903554,1.0,1.0,9
3.3166247903554,9.0,1,1
4.123105625617661,1,16.0,0
3.605551275463989,9,0,4
5.385164807134504,4,0,25
5.385164807134504,16.0,4,9
3.0,9.0,0,0
5.0,16.0,9,0
6.4031242374328485,1,4,36
3.0,0,0.0,9
5.0,9,0,16
6.4031242374328485,1.0,36,4
4.358898943540674,9.0,1,9
