c,x,y,z
0,6.39303,6.66359,3.85
1,3.65555,3.75749,4.45
2,4.29019,0.94739,5.9
3,3.62867,0.05261,2.0
4,3.38217,1.18749,12.5
5,3.5,6.9601,15.1
6,2.55013,5.28738,4.55
7,6.45633,4.29718,11.1
8,1.88845,5.08588,15.15
9,1.83217,2.31431,10.45
10,0.8557,5.83718,11.9
11,2.6347,3.90969,3.1
12,2.59397,1.78323,8.55
13,3.60179,4.35303,11.35
14,1.59272,2.36321,17.0
15,2.45195,0.79626,7.3
16,1.84015,1.45387,9.6
17,2.39965,0.94291,18.6
18,4.26073,6.78549,13.3
19,5.61214,2.59165,10.75
20,6.59677,3.9744,6.95
21,1.82777,5.61337,7.2
22,5.68979,2.0,15.9
23,4.25989,2.5,11.0
24,0.62711,4.32431,1.85
25,0.18648,4.67834,12.25
26,1.26054,5.85457,9.25
27,6.26325,6.53189,19.1
28,4.49904,2.77794,4.75
29,3.87022,4.01669,12.0
30,6.05361,5.93054,16.5
31,5.79718,0.22998,7.7
32,6.35657,1.39346,8.3
33,1.78799,2.06335,16.2
34,6.78359,3.73675,9.25
35,2.76818,0.14543,2.65
