Re,Rx2,Ry2,Rz2
4.123105625617661,9.0,4,4
4.358898943540674,9,9.0,1
2.0,4,0,0
3.3166247903554,1,9,1
4.58257569495584,4.0,1.0,16
4.123105625617661,4.0,4,9
3.1622776601683795,1,9,0
3.0,0,9,0
2.23606797749979,4.0,0.0,1
2.23606797749979,0,4,1
2.23606797749979,1,4,0
8.660254037844387,49.0,1,25
1.0,0.0,0.0,1
3.0,0,9,0
2.23606797749979,4.0,1,0
5.385164807134504,4.0,9,16
3.3166247903554,1.0,9.0,1
4.123105625617661,4,9.0,4
3.3166247903554,1,9,1
5.385164807134504,16,4,9
4.358898943540674,9.0,9.0,1
2.23606797749979,4,1.0,0
3.1622776601683795,1,0,9
4.58257569495584,16.0,1,4
4.123105625617661,0,1.0,16
2.23606797749979,0,1,4
5.744562646538029,4,25.0,4
5.0,0,9.0,16
3.0,4,1,4
1.7320508075688772,1.0,1,1
3.605551275463989,9.0,4.0,0
2.23606797749979,0,1.0,4
3.0,0.0,0,9
3.605551275463989,9,4,0
5.196152422706632,1,25.0,1
3.605551275463989,0,4.0,9
