Re,Rx2,Ry2,Rz2
2.23606797749979,0.0,1,4
4.58257569495584,1,16.0,4
2.23606797749979,1,4.0,0
4.58257569495584,4.0,1,16
6.557438524302,9.0,9.0,25
3.605551275463989,4.0,0.0,9
5.385164807134504,16.0,4.0,9
4.58257569495584,1,4.0,16
3.0,1,4.0,4
7.0,36.0,4.0,9
7.810249675906654,16.0,9.0,36
6.4031242374328485,1,4.0,36
4.123105625617661,4,9,4
5.196152422706632,9.0,9,9
5.385164807134504,0,4,25
5.196152422706632,1,25.0,1
3.605551275463989,0.0,4,9
5.385164807134504,16.0,9.0,4
4.358898943540674,9.0,9.0,1
3.605551275463989,4.0,0,9
8.06225774829855,25.0,36.0,4
8.774964387392123,9.0,4,64
5.385164807134504,16.0,4,9
6.708203932499369,16,25,4
5.0,0,25.0,0
1.0,0,0,1
5.744562646538029,16,16,1
8.06225774829855,49.0,0,16
6.4031242374328485,9,16.0,16
3.3166247903554,1.0,1.0,9
6.708203932499369,9.0,36.0,0
4.58257569495584,1,4.0,16
6.708203932499369,25,4.0,16
4.58257569495584,4.0,1,16
4.358898943540674,1,9.0,9
6.4031242374328485,16.0,25.0,0
