c,x,y,z
0,3.59794,0.88275,6.6
1,4.87022,5.7442,5.8
2,0.73675,3.17223,9.15
3,5.70175,4.60217,10.2
4,1.64343,0.28778,5.0
5,2.70282,6.85457,6.65
6,1.08368,3.26207,15.45
7,3.8557,5.86813,14.25
8,3.84015,3.62663,15.8
9,5.67545,1.66032,15.35
10,3.17202,5.55761,9.2
11,6.61214,1.80236,12.85
12,6.90413,6.09031,5.1
13,2.14166,5.96297,13.65
14,1.2402,4.08016,4.05
15,5.6538,2.22206,9.55
16,3.25146,5.72828,3.15
17,6.39774,0.30561,9.5
18,3.06922,6.16289,15.55
19,0.54831,1.68279,2.95
20,6.20374,4.6347,18.05
21,0.07662,6.55638,15.1
22,0.55183,0.78566,17.35
23,6.25155,2.07662,12.35
24,0.15985,3.5147,5.3
25,3.25331,0.59896,17.6
26,2.75166,1.60226,17.85
27,3.32327,6.80017,9.3
28,0.90382,6.84914,8.3
29,5.88924,6.31734,2.8
30,5.8123,5.76926,8.5
31,2.415,2.55488,9.65
32,1.30118,0.72872,10.15
33,3.53791,0.5,3.0
34,0.88725,1.18406,10.7
35,3.94639,5.35042,7.7
