Re,Rx2,Ry2,Rz2
4.47213595499958,0.0,4,16
6.557438524302,9.0,25.0,9
6.4031242374328485,4.0,1,36
1.7320508075688772,1,1,1
3.605551275463989,0.0,4.0,9
5.744562646538029,16.0,16.0,1
5.0990195135927845,1.0,25.0,0
1.0,0,1.0,0
5.385164807134504,25,4,0
3.1622776601683795,1,9.0,0
1.0,1.0,0.0,0
2.23606797749979,4,1,0
2.23606797749979,0.0,1,4
6.082762530298219,0,36.0,1
2.23606797749979,1,0,4
3.3166247903554,1.0,9,1
3.0,4.0,1,4
4.58257569495584,1,16.0,4
4.123105625617661,0,16.0,1
2.0,0,4,0
5.916079783099616,9,1,25
3.0,1.0,4,4
3.3166247903554,9,1.0,1
4.358898943540674,9.0,9.0,1
5.385164807134504,16,9,4
2.23606797749979,0,4,1
5.196152422706632,25,1.0,1
4.123105625617661,9.0,4.0,4
4.123105625617661,9.0,4,4
5.0,16.0,9.0,0
6.708203932499369,25.0,4,16
3.0,1,4.0,4
5.385164807134504,4,25,0
1.7320508075688772,1.0,1,1
2.23606797749979,4,1.0,0
3.0,1.0,4,4
