x,y,z
0,0,12
0,0,13
0,1,13
0,0,13
0,1,13
0,1,14
0,2,14
0,3,14
0,4,14
1,4,14
1,4,15
1,4,14
1,4,15
2,4,15
2,4,14
3,4,14
3,3,14
4,3,14
4,3,13
4,3,12
4,1,2
3,1,2
3,1,3
4,1,3
4,0,3
4,0,2
4,6,2
4,5,2
4,5,3
4,5,4
3,5,4
3,5,5
2,5,5
2,5,6
3,5,6
4,5,6
3,5,6
3,4,6
3,4,7
3,4,8
0,5,12
1,5,12
1,5,11
1,5,12
1,6,12
0,6,12
0,0,12
1,0,12
1,1,12
0,1,12
6,1,12
0,1,12
0,0,12
1,0,12
1,1,12
1,1,11
0,1,11
6,1,11
5,1,11
5,2,11
4,4,8
3,4,8
3,4,9
3,3,9
3,2,9
3,2,8
4,2,8
4,3,8
4,4,8
3,4,8
3,4,7
3,3,7
4,3,7
5,3,7
6,3,7
6,2,7
0,2,7
0,1,7
0,0,7
0,0,6
5,3,18
5,4,18
4,4,18
4,4,17
4,5,17
3,5,17
3,5,16
2,5,16
2,6,16
1,6,16
0,6,16
0,5,16
6,5,16
6,4,16
6,3,16
0,3,16
0,3,15
6,3,15
6,2,15
6,2,14
1,5,2
2,5,2
2,5,3
2,5,2
3,5,2
4,5,2
4,4,2
4,5,2
4,4,2
5,4,2
5,4,3
5,4,4
5,4,5
5,4,4
6,4,4
6,4,5
6,5,5
6,5,6
6,5,7
6,4,7
1,5,6
1,5,5
1,5,6
1,5,5
0,5,5
1,5,5
1,5,4
0,5,4
0,5,5
0,5,4
6,5,4
6,5,5
6,5,6
6,6,6
5,6,6
5,6,7
6,6,7
5,6,7
5,5,7
5,5,6
0,2,1
0,1,1
0,2,1
0,2,2
0,3,2
0,3,3
0,3,2
0,4,2
0,4,1
6,4,1
5,4,1
6,4,1
6,5,1
6,6,1
6,5,1
5,5,1
6,5,1
6,5,2
5,5,2
5,5,1
6,2,11
5,2,11
5,2,10
5,2,9
5,2,8
5,2,9
5,2,8
5,3,8
6,3,8
6,4,8
0,4,8
0,5,8
0,6,8
0,0,8
0,1,8
0,2,8
0,2,9
1,2,9
1,1,9
1,0,9
2,6,17
2,6,16
2,6,17
3,6,17
2,6,17
2,0,17
2,6,17
2,6,16
2,5,16
3,5,16
3,6,16
3,6,17
3,6,16
2,6,16
2,6,17
2,6,16
1,6,16
1,6,15
1,0,15
0,0,15
1,4,15
0,4,15
1,4,15
2,4,15
2,3,15
2,3,14
2,2,14
3,2,14
3,2,15
3,1,15
3,2,15
3,3,15
3,2,15
3,2,14
3,2,13
4,2,13
4,2,12
3,2,12
3,2,13
3,2,14
5,1,10
5,1,9
5,1,10
6,1,10
0,1,10
0,1,11
0,1,10
0,1,11
1,1,11
2,1,11
1,1,11
2,1,11
2,0,11
2,6,11
3,6,11
2,6,11
1,6,11
1,6,12
1,5,12
1,6,12
2,5,5
2,4,5
3,4,5
3,3,5
2,3,5
1,3,5
1,3,4
1,4,4
1,4,3
0,4,3
1,4,3
1,5,3
1,5,2
1,4,2
2,4,2
1,4,2
1,3,2
0,3,2
0,3,3
0,4,3
0,4,17
0,5,17
1,5,17
1,5,16
1,5,15
1,4,15
0,4,15
0,5,15
0,6,15
0,6,16
0,6,15
6,6,15
6,6,16
0,6,16
1,6,16
1,5,16
1,5,15
1,5,14
1,6,14
2,6,14
3,6,18
3,6,17
2,6,17
1,6,17
1,5,17
1,5,18
1,5,17
2,5,17
1,5,17
1,4,17
2,4,17
2,5,17
2,5,18
2,5,17
2,5,16
2,6,16
1,6,16
1,6,17
2,6,17
2,5,17
