c,x,y,z
0,1.5524,4.68471,12.05
1,3.03875,1.07666,2.3
2,1.40018,4.9546,16.5
3,6.83596,4.57705,7.95
4,5.44929,1.59554,16.8
5,1.06255,1.9546,5.5
6,3.76926,3.39303,18.65
7,6.79626,0.76497,13.5
8,2.38686,2.01533,4.95
9,1.17075,6.42072,1.25
10,5.81337,1.68626,7.6
11,5.09551,0.81337,1.7
12,2.44512,4.70634,8.0
13,2.28198,0.41793,16.7
14,1.59961,0.05957,8.85
15,5.75749,4.921,18.5
16,3.0,4.86209,12.1
17,5.59001,2.64843,11.75
18,5.38413,6.89639,9.55
19,1.77376,4.92334,1.65
20,5.55013,0.17559,3.45
21,3.79444,4.1627,5.4
22,3.07758,0.58028,11.7
23,2.98312,6.58439,4.35
24,4.21283,4.17149,9.2
25,4.88038,2.52958,12.5
26,1.54597,5.87204,19.0
27,6.68271,3.24525,1.65
28,0.51912,5.10424,14.65
29,0.55761,5.60697,5.15
30,1.32838,2.24103,17.8
31,0.90011,6.21712,11.95
32,3.5,2.13187,8.9
33,3.89303,5.29993,2.65
34,6.34373,3.4809,13.95
35,4.12189,6.37354,18.3
