c,x,y,z
0,1.50103,2.2797,16.74487
1,5.67047,4.60601,5.946
2,0.80412,1.30284,0.26597
3,7.3136,5.89399,11.35188
4,1.33161,6.03312,6.63437
5,5.80831,6.22004,14.14943
6,2.12052,2.4495,9.60224
7,5.71866,3.87415,19.82358
8,4.3799,5.60199,17.85342
9,4.84342,1.61036,1.55201
10,0.57991,5.14597,8.39827
11,1.27041,6.2874,15.24921
12,2.27001,0.63182,6.79628
13,4.93591,3.47603,12.3094
14,6.1585,1.075,0.46922
15,1.92394,4.79464,1.26591
16,3.72717,1.83116,12.05184
17,3.95781,6.28226,3.05135
18,3.86116,2.20594,6.10076
19,7.40977,1.39801,11.33727
20,2.57048,0.5441,19.47024
21,1.38872,0.09113,9.39534
22,2.68723,3.29749,15.44085
23,5.46479,4.55013,3.70229
24,5.60076,0.09898,5.63778
25,0.09113,1.72766,5.20229
26,6.76447,1.1884,16.29958
27,3.87567,2.21887,14.05299
28,4.31915,3.37825,9.73238
29,2.71887,4.85615,11.93351
30,6.30541,4.73854,10.65741
31,1.05921,6.75027,18.95454
32,0.18939,3.13822,13.20623
33,7.43194,3.23028,1.99764
34,3.71887,0.09336,10.88944
35,2.28962,2.46039,2.88476
