c,x,y,z
0,2.44129,1.60016,10.49029
1,0.90259,3.04737,5.04966
2,4.57038,0.50858,12.51969
3,4.45055,1.2367,17.60028
4,1.41181,6.54445,5.09697
5,0.36391,3.42287,2.80586
6,1.26331,4.35175,8.69361
7,6.04065,0.73832,3.15017
8,5.14696,5.55208,16.10568
9,7.20686,2.71887,14.9267
10,6.14692,4.72286,13.30246
11,2.56532,5.89508,12.5049
12,2.64146,3.54331,4.5
13,5.58404,2.43011,12.30055
14,6.42418,2.60601,7.00503
15,4.00044,3.57418,12.4855
16,3.95906,6.2616,5.4134
17,3.39399,5.23807,9.29771
18,2.9388,3.92394,19.12672
19,5.57106,3.27193,19.42689
20,1.59758,3.76111,8.31254
21,4.61036,4.84582,0.96122
22,3.44582,1.83708,4.73424
23,0.97447,3.71038,12.89728
24,2.82409,0.24406,14.59604
25,0.03847,6.46622,18.28991
26,5.33834,4.26026,6.89827
27,3.99339,4.40174,5.00733
28,2.90349,6.02091,17.50053
29,1.08971,3.38491,15.74852
30,2.961,1.67186,8.19849
31,0.55121,6.47342,9.20434
32,1.59123,7.25,17.39876
33,4.4766,7.47329,1.4178
34,2.86747,1.59758,20.47766
35,5.71887,4.96017,9.67114
