c,Rg
0,2.200069058507028
1,2.1226173139310816
2,1.9621747570234414
3,2.403351423783047
4,2.8815870487285298
5,2.3403083814104497
6,2.782389290681662
7,2.356951927426607
8,2.9329982427202377
9,2.1378562149031444
10,2.5183625046644895
11,2.8062308994272014
12,2.319595473417725
13,2.2344207105422202
14,1.8473209728144158
15,2.375770461387211
16,2.571147801158074
17,2.1861978590237436
18,2.1020737137645766
19,2.0060213348317113
20,2.6185826952953004
21,2.6287844081438094
22,2.280088158843864
23,1.9267819211317092
24,2.2606261714179987
25,2.52551871774889
26,2.810847998843054
27,1.897200541851072
28,2.1767582522871027
29,2.4993815334998373
30,2.2976263708880085
31,1.5919512941041882
32,1.9335985897802057
33,2.4546325409111645
34,1.6620406752543693
35,2.2401690122845643
