c,x,y,z
0,5.66074,7.13965,18.44997
1,3.06409,6.77873,5.39637
2,1.27193,6.12386,6.40601
3,5.46219,0.89688,0.12498
4,1.41181,3.55418,3.09697
5,2.3052,4.97669,13.74487
6,3.5434,0.61036,14.92568
7,2.77257,3.11509,6.56966
8,2.75496,2.44106,12.21431
9,1.49307,5.31336,1.58917
10,4.00044,6.73154,11.00245
11,1.08112,4.81584,10.43318
12,5.46965,7.22645,16.34856
13,2.93376,6.64617,7.34856
14,3.33161,4.17615,18.39209
15,5.76658,1.91155,11.8094
16,4.09651,5.65545,10.04818
17,2.05391,0.43767,2.89924
18,4.21449,2.83116,12.58386
19,6.00691,6.60708,4.09978
20,2.82249,1.28165,20.38897
21,2.10601,5.1881,12.26608
22,0.32164,3.31705,5.44925
23,3.76658,5.85146,2.98019
24,0.33375,0.98238,12.15205
25,3.83724,2.30714,2.40644
26,1.50722,4.4152,19.15116
27,5.92394,4.06624,15.52574
28,1.28165,6.84608,13.35245
29,6.09981,5.44106,8.42011
30,5.22491,5.33622,6.15692
31,0.8788,7.20115,20.25
32,5.38964,4.5,0.90407
33,0.96439,0.73134,16.31034
34,6.50884,3.107,16.73802
35,6.69218,3.08453,9.65144
