c,x,y,z
0,6.95597,4.15139,4.29963
1,2.31643,1.54833,6.36303
2,0.7384,1.95741,10.57185
3,6.2616,4.45167,15.33233
4,1.66266,2.21038,7.92071
5,6.26072,2.06624,0.44718
6,5.77911,3.5,12.0041
7,6.08063,6.55979,17.6529
8,4.10601,6.32689,7.76871
9,0.05893,7.31567,17.08898
10,1.6884,0.73832,5.80239
11,2.5181,2.98789,10.85857
12,0.3116,7.03191,7.51
13,0.22567,5.1581,10.77628
14,3.70211,3.58286,3.55431
15,3.67616,5.28962,2.70132
16,0.48108,1.38177,15.0704
17,6.97165,1.98075,15.32298
18,5.07606,2.08184,11.95393
19,3.05939,7.12838,7.8762
20,7.33742,1.76464,6.8725
21,1.22711,3.87238,8.89826
22,3.06939,4.58011,19.23013
23,5.93922,1.57259,12.10568
24,7.25892,5.23807,9.87323
25,1.14301,5.76658,5.42314
26,3.55013,1.18558,17.94688
27,2.31539,3.55418,12.83376
28,2.1329,5.98856,7.82234
29,3.44354,4.04165,9.73137
30,3.7086,0.36084,6.7578
31,5.05311,6.69991,10.44433
32,5.24165,4.4344,11.28272
33,0.05802,3.04626,19.29596
34,3.23496,2.78584,9.34991
35,4.75654,4.55418,8.4098
