c,x,y,z
0,1.34455,6.64734,17.69527
1,2.85056,4.15418,5.44265
2,3.27727,3.63649,6.36008
3,4.4506,3.0,10.5
4,1.0448,1.28962,19.34641
5,5.01855,2.59198,16.44949
6,6.35458,1.95374,17.24182
7,1.5,3.19868,7.84606
8,3.13253,6.4476,10.76196
9,4.37318,7.4579,19.76841
10,0.2517,4.22089,17.05338
11,1.03725,2.46533,11.35665
12,2.15587,3.19178,13.29868
13,5.02824,0.01913,6.25388
14,3.71609,4.23933,19.95054
15,6.23436,0.67826,12.60076
16,2.28962,2.303,9.25633
17,2.56689,0.30888,3.00479
18,2.81768,1.95948,14.03298
19,1.22258,4.05598,3.0885
20,4.66445,4.24005,3.19712
21,3.60601,4.60238,15.84892
22,5.31504,1.15198,8.60466
23,6.31808,0.69107,3.85327
24,0.2407,4.78743,10.23947
25,5.03858,3.5974,1.50561
26,3.21188,3.32637,1.10076
27,5.98075,5.46086,16.27546
28,6.90729,0.67598,6.03127
29,7.183,5.1884,12.79618
30,3.84282,6.74229,8.01433
31,6.64188,0.18243,2.49883
32,7.12452,5.75209,0.59216
33,5.15658,0.2507,14.99755
34,0.92694,5.66166,18.67628
35,3.6587,6.09981,13.85391
