c,Rg
0,2.5984477833314257
1,2.484800034529942
2,2.9233383416395715
3,2.3141644624788444
4,2.6192346559634547
5,1.9835595577647775
6,2.369443763671128
7,1.9374736052395654
8,1.8338285860188788
9,2.7421717528448144
10,2.6191070652609834
11,2.3094043206420136
12,2.5799064622772665
13,1.793048386101167
14,2.395556044303702
15,2.8225514203287774
16,1.915871644369737
17,1.8984508215121088
18,1.7746952336387225
19,2.0635296551540034
20,2.4502545262890543
21,2.5526000999960807
22,2.5425701268008325
23,2.0111730019319576
24,2.531863096022374
25,2.4731441061531374
26,1.643441234787542
27,2.2175959895571604
28,2.496346622346344
29,2.2117719242950886
30,1.972872408342719
31,2.351544453524109
32,1.955269065525254
33,1.9057613921999783
34,2.580429253147623
35,1.9375685392522244
