5.766281,0.000000,0.000000
4.312592,0.649106,0.108184
4.045950,0.617726,0.102954
3.326856,0.609230,0.101538
2.859159,0.695126,0.115854
2.513758,0.448445,0.074741
2.262611,0.444562,0.074094
2.284437,0.340934,0.056822
2.268368,0.496559,0.082760
2.208206,0.375666,0.062611
2.218541,0.403609,0.067268
2.472686,0.371657,0.061943
2.302561,0.379731,0.063289
2.338814,0.380609,0.063435
2.301272,0.365788,0.060965
2.283254,0.432414,0.072069
2.288264,0.399758,0.066626
2.283782,0.318559,0.053093
2.201143,0.416541,0.069423
2.275008,0.311341,0.051890
2.399824,0.503648,0.083941
2.340463,0.479300,0.079883
2.232094,0.357522,0.059587
2.286318,0.339284,0.056547
2.269457,0.414739,0.069123
2.248244,0.314580,0.052430
2.296769,0.443984,0.073997
2.270395,0.415414,0.069236
2.253810,0.329023,0.054837
2.193669,0.390859,0.065143
2.176947,0.323922,0.053987
2.275398,0.465411,0.077569
2.248592,0.408071,0.068012
2.275594,0.352788,0.058798
2.342888,0.317418,0.052903
2.254310,0.293113,0.048852
2.176080,0.301923,0.050320
2.319343,0.388339,0.064723
2.324013,0.441846,0.073641
2.102609,0.364694,0.060782
2.245481,0.371684,0.061947
