c,x,y,z
0,3.16292,3.89149,7.71639
1,0.18939,3.20946,9.44973
2,3.23807,4.03516,12.12514
3,2.49875,0.55625,7.5
4,1.58243,0.30782,4.85696
5,3.19878,2.55958,0.03074
6,2.75654,7.36009,11.74732
7,3.34856,2.52467,12.94333
8,0.18062,7.40668,5.02923
9,7.12619,1.92781,16.05135
10,2.63304,2.38249,15.24797
11,7.41147,3.78246,11.04919
12,4.58442,0.07461,1.10076
13,5.04551,1.50128,5.47499
14,1.54442,1.19343,18.29771
15,2.21346,3.30498,1.70037
16,3.4819,5.76658,0.91506
17,0.82653,3.28803,6.55027
18,6.51239,1.55013,0.27074
19,3.5,1.24721,4.76803
20,5.34357,6.36661,18.46798
21,3.54627,5.75063,15.18717
22,4.36009,3.5,18.90303
23,6.08178,3.47405,3.75208
24,5.32406,5.00044,5.29073
25,7.05318,5.47102,1.39924
26,1.21535,7.33657,14.1361
27,4.60199,1.47858,7.95065
28,4.62682,4.94939,9.85613
29,1.73338,1.20155,2.54536
30,5.61424,3.26146,14.96112
31,5.73494,4.11305,9.50476
32,2.10601,1.46072,7.30538
33,4.76963,6.72738,14.02203
34,6.68535,1.44582,11.94766
35,1.0,4.89112,14.97865
