c,x,y,z
0,2.51188,4.63851,14.95914
1,6.33107,2.94148,10.27131
2,1.85615,3.04626,17.54147
3,4.10154,2.06817,8.4257
4,6.69735,5.35129,14.1489
5,6.71746,3.03765,11.49796
6,7.2677,4.29749,9.34709
7,6.10601,1.5,7.29377
8,0.64933,6.28732,8.10345
9,4.34455,0.97589,8.80839
10,0.29687,1.68605,10.07572
11,2.55652,2.5,11.79331
12,0.94689,0.90563,7.3179
13,0.6884,4.71788,12.91773
14,4.58894,1.91305,19.1419
15,6.76877,5.31539,8.31998
16,4.89399,3.75439,8.02074
17,4.59641,5.6497,10.36588
18,2.29165,2.81768,4.80002
19,2.5,6.82342,11.98516
20,0.67393,3.76431,2.94651
21,1.76464,0.66459,19.61945
22,2.38964,5.61036,19.99392
23,4.09046,3.24346,9.53207
24,4.79406,2.18183,2.20132
25,2.23342,1.05664,6.23857
26,2.79766,1.36282,2.81864
27,1.59232,4.09187,12.02452
28,0.7141,7.32258,15.63012
29,2.61036,5.33708,13.05096
30,3.46009,1.44792,10.56769
31,2.97869,0.20792,16.95173
32,4.16292,5.82649,12.32958
33,5.44582,4.68875,17.10076
34,3.51854,4.23342,11.10328
35,5.56514,6.34519,7.94655
