c,x,y,z
0,1.29749,5.39007,6.74157
1,1.5926,1.5,9.1826
2,7.27148,2.21038,10.48175
3,7.01254,5.78804,11.30982
4,1.6884,2.49732,7.95134
5,1.21038,1.15023,4.39322
6,6.33688,3.84968,10.61057
7,7.07776,5.13253,13.27529
8,4.65589,6.62153,10.10093
9,5.94689,0.89399,11.77212
10,2.46558,1.15198,8.18065
11,2.64435,2.2217,11.49617
12,1.88915,6.81061,7.97084
13,0.30537,2.82385,10.03401
14,3.5,6.10601,7.55811
15,3.01925,5.44106,5.91146
16,6.09674,2.11805,10.97017
17,0.41261,3.73667,12.3215
18,4.0,3.55013,10.52592
19,4.73854,0.53425,9.46846
20,0.10377,0.53425,8.04168
21,1.26784,3.28732,9.82842
22,2.53673,5.6884,1.31086
23,4.64909,2.85403,10.74307
24,5.77742,5.88195,10.5679
25,3.28732,0.62713,10.1063
26,0.30267,5.98075,3.14564
27,2.51676,3.08094,13.46934
28,1.5,5.55013,8.78808
29,3.33834,4.71268,10.15033
30,4.45335,1.5,8.76247
31,5.54508,6.25132,10.31032
32,5.35565,4.44987,11.3423
33,6.65585,4.40174,4.0436
34,3.94689,3.07361,9.67384
35,4.1884,5.3116,10.19888
