c,Rg
0,1.601820073041913
1,2.820166370659717
2,2.313092917329522
3,2.0042926022664456
4,2.938986774315257
5,2.3861408608462327
6,1.9943633692484426
7,2.0699763974741354
8,2.2356529657797966
9,1.999660393791906
10,1.8762503181878478
11,1.9458171217511682
12,2.751593988890803
13,2.420163333516976
14,1.9630483870500999
15,1.5190141249178692
16,1.7893900192523708
17,2.0878314418554
18,2.843862264122508
19,2.8236692269102623
20,3.173247995808081
21,2.306807471918712
22,2.3459252758986167
23,2.320852501926824
24,2.0012845467349214
25,1.803472785600049
26,2.237484157552853
27,2.473395240595405
28,1.8649135397653158
29,3.097985682762269
30,2.226681342222097
31,2.625852304700323
32,2.3725364951039216
33,1.9904919942064578
34,2.3620622149511643
35,2.2294670277220963
