c,x,y,z
0,5.62567,6.39371,16.0
1,1.93376,6.32423,8.59311
2,3.78962,1.44519,14.24265
3,0.62494,2.16884,16.99762
4,1.6451,5.3503,12.64915
5,1.92394,1.22442,10.79916
6,3.55208,4.25979,5.29963
7,0.47721,2.38501,14.44973
8,4.44987,1.29411,7.6804
9,7.00323,4.40242,1.65144
10,5.67504,1.50098,6.54335
11,4.83211,2.5182,20.38724
12,3.01111,5.01981,17.69361
13,1.67062,4.739,13.03183
14,3.07931,7.25,7.13149
15,4.76709,3.21636,10.15354
16,3.03277,4.76662,3.30639
17,6.65297,3.46039,17.88652
18,3.86792,5.28113,19.90094
19,5.35008,5.55418,13.09697
20,6.0377,2.55013,6.29771
21,0.67213,1.08196,4.00474
22,2.09557,3.60199,5.15864
23,5.30538,2.98075,13.44973
24,0.97447,5.98398,19.16947
25,2.90356,2.28143,16.85732
26,0.94255,0.8476,0.30583
27,0.65732,3.02107,9.08722
28,7.17944,6.99866,2.80151
29,5.77433,4.96235,4.12262
30,7.09472,1.19793,16.43833
31,5.62023,4.66067,10.5665
32,2.48063,4.82639,0.54203
33,2.48561,7.44682,8.4901
34,5.66449,5.32677,5.85632
35,2.11379,6.9124,13.89427
