c,x,y,z
0,1.95858,0.51787,8.14248
1,3.25005,2.9976,6.05015
2,3.7086,6.26187,3.77975
3,1.06997,4.60601,14.44949
4,5.036,5.02107,3.25374
5,0.27802,5.84203,2.70132
6,2.64809,2.20594,11.70229
7,4.05384,4.54614,9.56617
8,7.39853,1.56175,8.90303
9,2.21176,3.01435,17.29771
10,6.60026,0.00192,19.121
11,3.56892,4.79989,0.02181
12,6.60708,1.95374,2.76484
13,4.40174,0.31125,8.70727
14,0.49111,5.15158,3.60124
15,3.1514,5.1094,16.98979
16,3.0,1.20456,1.42508
17,3.568,2.28843,9.69945
18,6.32174,3.84273,8.89733
19,7.14182,2.97712,4.35632
20,4.62979,4.78203,14.71677
21,1.40103,2.48869,0.25303
22,1.72935,2.55646,15.51062
23,4.73291,2.51665,4.96171
24,0.64614,6.36129,5.63131
25,0.43172,4.68213,16.64244
26,5.97777,4.31417,14.5538
27,5.32521,4.05068,7.09311
28,0.87615,1.55887,18.05667
29,3.77336,0.39292,1.74972
30,2.38721,6.17065,17.88336
31,2.66166,7.18879,13.25513
32,5.66609,1.78589,11.74367
33,4.55208,3.6686,15.28793
34,1.79173,0.43767,8.46628
35,5.27283,1.86178,13.94816
