c,x,y,z
0,2.70104,1.95353,19.49401
1,4.11805,1.55194,6.09697
2,0.71749,4.03796,3.50953
3,4.41204,3.5,17.90005
4,1.71887,0.28806,9.84017
5,0.78154,2.96323,13.90748
6,4.62191,3.79989,1.49038
7,5.66698,1.61509,11.22849
8,3.5492,2.93376,3.70326
9,0.82452,5.8461,3.05427
10,0.87723,1.65886,11.20767
11,6.50678,2.30235,17.05835
12,3.71038,7.06806,14.91387
13,5.03947,5.13822,14.38449
14,5.44665,1.89652,3.17435
15,3.0,3.29979,9.86313
16,1.17567,7.12102,16.42803
17,1.05311,4.60993,19.99079
18,1.52671,0.52949,2.30828
19,4.12435,4.74885,16.06125
20,7.27925,2.84845,7.09688
21,4.16309,5.23813,20.36609
22,1.22518,0.8788,16.94333
23,5.71887,7.01551,1.34648
24,4.64578,1.34455,2.94816
25,2.1329,4.7505,14.09697
26,4.13722,3.14887,18.35399
27,6.5832,6.95569,9.95604
28,5.96215,4.3243,8.01702
29,1.5,3.34804,6.01344
30,5.28702,4.23807,12.85407
31,2.65545,1.46936,7.62406
32,7.03316,5.72003,16.58139
33,7.32764,7.04569,7.94844
34,4.55646,5.1377,5.84626
35,2.60482,4.71887,11.65144
