c,Rg
0,1.95265976908421
1,2.1775735901686537
2,2.115962820301907
3,2.1053283047781406
4,1.6141860052360757
5,2.492028463842257
6,2.7498229126072826
7,2.382535072942264
8,1.656634489077177
9,2.2898572065742444
10,2.0159677868458115
11,2.0534709442307673
12,2.6410448098621875
13,2.3512229022787268
14,2.124435947116316
15,1.731545874644966
16,2.1965218422770123
17,1.4357892216826253
18,2.255011423917848
19,2.610731223354867
20,2.7547748619624066
21,2.288312192512202
22,2.0607379203576572
23,1.811597202387992
24,2.2564390736955433
25,2.514534417620885
26,2.131656214331945
27,2.3203774366684398
28,2.801930172059967
29,2.13116852515234
30,1.9934593398662537
31,2.058079152049308
32,2.133276810566317
33,1.830410425041335
34,1.968536545990447
35,1.8242643463599237
