c,Rg
0,2.1696661934269983
1,2.5956648975166265
2,2.1803598098479062
3,2.444116669739806
4,1.942484599115267
5,2.419539256532119
6,2.0489876171416954
7,2.4777631781306297
8,2.6834107185632243
9,2.6165224826284224
10,2.023504445386765
11,1.6354590739605805
12,2.0089452299403283
13,2.258509817246762
14,2.40176250882555
15,1.9204686190094333
16,2.113356489497217
17,2.5797223033691052
18,2.6911373232520113
19,2.387175456978393
20,2.247154536675215
21,1.6842263619240734
22,2.0348506499740955
23,1.927198154523815
24,2.1804787027852393
25,2.4067981739647384
26,1.6882928878900132
27,1.9232224874153279
28,2.0371075866777386
29,1.7637064450185578
30,2.50315676129163
31,2.2682599476691374
32,2.036505547402216
33,1.8173014652775694
34,1.8202313924883289
35,2.1362846825505257
