c,Rg
0,2.483618574620507
1,2.57793753202051
2,1.874559280577704
3,1.785548672341362
4,2.214968405101978
5,2.078186894506844
6,2.2456612545528767
7,2.5669575904171067
8,2.548800909800528
9,1.6661242646933636
10,1.9637374851542655
11,2.5576731366810734
12,1.8346277821945243
13,2.068383749936167
14,2.4121713098368445
15,2.9580310623284536
16,1.5023183918530718
17,2.1593809576589305
18,2.086614405873783
19,2.63414649391411
20,2.409483153313175
21,3.2002798169691347
22,2.0759464444922466
23,1.5234450483689916
24,2.213299796231862
25,2.0156215218140536
26,2.273367603952339
27,2.2231609389785527
28,2.169338425004269
29,2.385113498347615
30,2.4823767025574504
31,2.5757079271920564
32,2.4153753388241754
33,2.220062770756719
34,2.7007786236380054
35,2.6802429218636132
