19.000000,0.000000,0.000000
11.918706,2.185071,0.364178
11.088032,2.496856,0.416143
9.916317,2.479976,0.413329
7.982620,2.221036,0.370173
6.105553,1.885766,0.314294
5.577734,2.150143,0.358357
5.307228,1.841541,0.306923
5.720334,1.788073,0.298012
6.173420,1.965239,0.327540
5.307228,1.708763,0.284794
5.577734,2.144738,0.357456
5.233439,1.846997,0.307833
5.254628,2.129518,0.354920
5.322906,2.010755,0.335126
5.333333,1.872713,0.312119
4.893306,1.589909,0.264985
5.374838,1.649560,0.274927
5.364492,1.762313,0.293719
5.265190,1.948821,0.324803
5.291503,1.705791,0.284298
5.552777,1.971132,0.328522
5.602579,1.860545,0.310091
5.632248,1.844741,0.307457
5.328122,2.227659,0.371277
5.301991,1.633665,0.272278
5.522681,1.949908,0.324985
5.873670,2.268731,0.378122
5.374838,1.343034,0.223839
5.676462,1.992346,0.332058
5.537749,1.991604,0.331934
4.949747,1.558660,0.259777
5.627314,1.741647,0.290274
5.754226,2.146460,0.357743
5.099020,2.077813,0.346302
5.071708,1.897567,0.316261
5.456902,1.919207,0.319868
4.955356,1.913935,0.318989
5.249339,2.097719,0.349620
5.354126,1.922682,0.320447
5.622376,1.737531,0.289589
