c,Rg
0,2.6467003743907243
1,2.2183138444773776
2,2.474895953388748
3,2.6095365313787044
4,2.4390554789098178
5,2.79737873923071
6,2.3462637169337976
7,2.491652850900382
8,2.0431750200606897
9,2.5378339420064506
10,1.9981153731203811
11,1.9582469237560414
12,1.5787056009908877
13,3.333125007271704
14,2.1952222080919284
15,2.1835216518963123
16,2.46053844464987
17,1.7596027798909615
18,2.210147553897703
19,2.7989574749181165
20,2.2303940768617547
21,2.2205606323854346
22,2.5114081167942417
23,2.285166037578014
24,2.0577634255666997
25,2.379990348656902
26,2.0468680555912733
27,2.0698611054126315
28,2.125804671977179
29,2.278190568411694
30,2.2781889999734437
31,3.9912123028222886
32,2.5234663409286835
33,1.7368461281587382
34,2.3605534273343616
35,2.7722832125343904
