c,x,y,z
0,4.02378,0.94689,20.12098
1,2.42394,2.01283,4.92428
2,1.90388,6.20404,6.20971
3,6.11565,4.99993,1.64956
4,0.72335,1.15297,3.2503
5,4.94689,4.91159,14.5
6,0.94035,0.66436,15.45558
7,0.08596,1.10601,6.44973
8,2.55208,2.98075,12.75484
9,4.81223,0.67826,1.24941
10,4.00713,1.808,10.85057
11,2.39007,6.09485,10.2424
12,4.09642,4.91645,18.03957
13,3.10601,0.88435,8.79771
14,7.35302,3.8357,18.15692
15,4.94689,1.66455,13.99029
16,4.78113,6.32514,9.43715
17,7.33657,0.12834,3.4583
18,3.47973,5.09156,13.28596
19,1.21038,4.0733,6.94936
20,5.0,5.09826,0.31298
21,0.65555,5.65021,10.95993
22,7.34576,4.26146,5.14091
23,2.47125,6.1585,4.01961
24,6.5832,2.08184,10.90505
25,3.54833,2.97893,3.72775
26,0.28653,3.05939,19.88771
27,4.02265,4.59022,15.11032
28,1.46237,1.07606,11.36788
29,6.99952,4.34323,9.89924
30,4.48115,2.57807,6.39827
31,2.65866,2.91142,0.42196
32,5.87259,0.82766,2.28644
33,7.25,1.10303,15.90582
34,2.09835,2.55646,17.20229
35,1.06078,1.95374,12.80785
