c,x,y,z
0,1.87333,5.73062,3.20851
1,2.39399,0.03699,5.8511
2,1.8591,5.0,17.0
3,0.47424,7.26445,1.01468
4,2.55013,1.58657,12.34167
5,4.72147,6.74962,2.44479
6,3.00051,2.81489,16.08225
7,5.23807,2.34455,17.34903
8,6.38386,4.76482,8.80586
9,6.98951,1.82837,19.77118
10,0.18072,6.94949,16.22858
11,5.1334,3.29749,3.42917
12,3.73792,2.77032,10.1794
13,4.78551,0.42891,4.7982
14,3.28113,2.0,3.65385
15,0.96275,4.68071,7.5
16,0.36194,2.44354,6.83921
17,1.55168,7.25284,10.60124
18,6.75594,4.88121,1.73688
19,0.81609,6.99952,17.03
20,5.69297,7.46804,7.29674
21,5.05939,2.24258,7.34191
22,3.76658,3.88231,0.36608
23,3.23569,3.39526,17.95238
24,1.25311,4.57949,13.35983
25,5.96169,1.47628,12.39972
26,6.57019,3.07614,11.74461
27,4.66166,5.55208,13.0
28,6.71347,4.59826,0.57265
29,1.64557,1.96997,16.5
30,1.92781,7.27925,8.31371
31,3.67757,4.44582,4.55075
32,6.5243,5.39807,15.0
33,3.0942,2.00065,19.88182
34,3.44671,7.24458,12.64722
35,0.9117,4.03277,9.88986
