c,x,y,z
0,6.79044,0.82653,4.04656
1,0.98901,1.38964,6.76794
2,4.18701,3.55418,6.60028
3,1.70556,6.5243,10.57932
4,1.1486,0.99821,1.36471
5,4.96901,4.71887,2.59873
6,1.66166,1.48178,18.70565
7,2.8827,4.1932,14.30763
8,7.25,5.89399,14.40322
9,3.79406,6.86152,19.36849
10,4.93018,1.92325,14.64404
11,6.81938,3.7566,12.14439
12,0.56321,2.20164,14.10573
13,6.17347,5.9878,18.93426
14,2.76207,5.31719,6.44973
15,5.08554,2.31881,14.60672
16,3.95741,7.48821,2.89733
17,4.97556,7.28615,6.39924
18,3.75654,4.1501,12.20424
19,0.67594,7.34191,16.50957
20,3.54833,3.14724,0.42518
21,5.29713,4.34079,11.70752
22,4.91142,3.0478,5.61166
23,0.10773,1.38983,9.79771
24,4.44979,2.62496,9.39876
25,5.76396,1.52719,9.77078
26,2.03947,5.94061,4.50004
27,2.79916,4.11509,18.00245
28,2.51854,1.7418,5.75829
29,3.00889,1.03318,11.07492
30,6.86473,6.20024,9.25513
31,2.47348,5.63955,16.76463
32,4.75145,2.10601,19.44741
33,1.20574,4.51495,14.29868
34,6.32174,3.94326,18.85993
35,2.37165,4.55013,8.84892
