c,Rg
0,2.4123933399634483
1,2.3984834068635954
2,2.298543778895673
3,2.3729219388340614
4,2.4544495148199728
5,1.598042087399453
6,1.7162187965699476
7,2.0455478206583195
8,1.7182451636480751
9,2.3150950934680847
10,2.167117018091086
11,3.5623144298194673
12,1.8585657429857037
13,2.0890841839188767
14,2.8369553534026575
15,2.043434889346857
16,2.0049797406457754
17,2.2401324036984955
18,2.2069594381637376
19,2.9584758089597427
20,2.5815104871566956
21,1.921603447124302
22,1.829588099791863
23,2.6447454222476687
24,2.009455979662157
25,2.180891818133123
26,2.4705419630923093
27,2.506106154595212
28,1.9455800069902034
29,1.915928466018499
30,1.7751602084882365
31,1.9824777914771203
32,1.8926674635814922
33,2.4899916046846426
34,1.8409926258950633
35,1.9051948984027856
