c,Rg
0,4.806339133155296
1,3.9171377803952723
2,3.304533957958369
3,3.9175233733189136
4,2.7956886442163045
5,3.340241365739907
6,4.5887089368797405
7,4.916513370407936
8,3.8741605173121054
9,3.596507356158194
10,4.246805077820267
11,4.233741897825138
12,3.6690847165744214
13,3.517603890733008
14,3.6573320544489807
15,3.0216151775002724
16,3.3011117246315664
17,5.058985096854902
18,3.414928267899635
19,2.9288066556876027
20,2.591511558395988
21,2.5806623464529403
22,1.9885347975330985
23,4.047563029626593
24,2.668987773838614
25,4.18821033827099
26,4.2784781740240305
27,3.2630734424005845
28,4.121066366500301
29,5.190298427181235
30,4.1434266539785645
31,2.952601156218022
32,4.7374464389478845
33,4.214367159728731
34,5.149416964278577
35,3.8687938184659054
