c,Rg
0,2.091350939273464
1,1.7082434639418351
2,2.2720235164495985
3,3.665330687468731
4,2.4431416916339503
5,2.1165282787858044
6,2.605700930978074
7,1.8898565186278031
8,2.055384594498071
9,1.963823215974391
10,1.6094039419921897
11,2.22331140936217
12,2.441403944372991
13,2.3013716453237185
14,1.6599920778726627
15,2.1065779558563693
16,2.5937753336979674
17,2.214437715064481
18,2.2896542710854844
19,1.780793608535251
20,2.3504253639501087
21,2.6643169220458742
22,2.2158343479150244
23,2.326890871463464
24,2.115203431020288
25,2.829331467343479
26,2.627042259214724
27,2.0732968689263966
28,2.6361281056504056
29,2.5710893514034083
30,1.688228740248193
31,2.293615223549931
32,1.8615849118694532
33,1.5700961750160403
34,1.9926285248635787
35,2.5723740364690357
