c,Rg
0,2.8137110708813013
1,2.1029434664060753
2,2.4191983729533217
3,2.2081208818586
4,2.39518479416516
5,2.0299047700323283
6,2.157380778305026
7,2.432657374230905
8,2.267175808092526
9,1.661585967742867
10,2.8506458236687346
11,2.1997357377876097
12,2.526136536788936
13,2.0427655035514967
14,1.9859591031539396
15,2.262267159864192
16,2.264845851752388
17,2.084096637058848
18,2.6915184194056705
19,2.596420469646625
20,2.0865776420253335
21,2.0709270391300607
22,2.1835675812303132
23,2.159725383515228
24,2.9442623552088563
25,1.9412137248639054
26,2.3263466688565573
27,2.326285571055282
28,1.7932150884096418
29,2.2378535868103615
30,1.4783774842035442
31,2.1583627867900246
32,1.6634543637863948
33,2.410213519421049
34,2.2684408093005204
35,2.038263482722487
