c,Rg
0,2.2085014510749135
1,2.0888855489231575
2,1.9515212941958895
3,2.194746460163451
4,2.1397936974624443
5,2.35263614953524
6,2.9248819685245415
7,1.9150816872916936
8,2.558857240371178
9,2.6432352183072925
10,2.541028675280938
11,2.1731696141120693
12,1.8661419452442514
13,1.879405435264036
14,3.0674068250885798
15,1.767895270710344
16,2.388102812945875
17,1.4143190150033338
18,2.2291368342253017
19,2.650755051093933
20,2.4386304263869096
21,2.3587648762222995
22,1.8220406724878566
23,1.990767857134528
24,2.0301267437280854
25,2.301951403266368
26,2.468620036660158
27,2.443050329731256
28,2.2599890753939498
29,2.6585596087543344
30,2.1918787025973865
31,1.6646800892063316
32,3.1028870341989574
33,2.0791161930974416
34,2.490416729987172
35,2.4380291176481057
