c,Rg
0,2.8300788594489728
1,1.6544742729036315
2,2.3980810565741932
3,2.1109757720305553
4,2.2565522343832414
5,2.5908943039421737
6,3.0946706723817967
7,2.2967081462606433
8,2.537807838076004
9,2.9561054632235306
10,1.9421185250133421
11,1.4202603845070099
12,1.8898384484129855
13,2.758429478978935
14,2.4222809280097963
15,2.094186570413439
16,1.6594562168674412
17,1.7853943209834628
18,2.3847645083739404
19,2.6154957270276697
20,1.6441453411119102
21,2.002400644751195
22,2.0727150344656646
23,2.3013218824406114
24,2.9512563497263327
25,2.096969793249297
26,2.2564323289210337
27,2.786157423944311
28,1.8117149134728674
29,2.265657930226891
30,2.229975441165216
31,1.8749285943203278
32,1.8294568413602985
33,2.407195641280533
34,2.387212030989288
35,1.754294646032986
