c,x,y,z
0,3.54665,6.6884,9.13154
1,0.71268,1.73854,10.07487
2,6.74229,2.3116,9.4835
3,5.90928,1.59826,10.54561
4,1.0,2.54508,9.92361
5,1.82385,0.84932,8.18291
6,6.40844,3.45167,8.92261
7,6.18166,0.63937,10.00066
8,4.70251,0.61982,8.5371
9,5.1585,1.01561,10.78266
10,2.01925,1.74014,9.0456
11,3.10601,2.10988,12.10056
12,2.45492,6.49443,9.48117
13,0.66141,3.6114,10.30622
14,4.6884,6.6884,8.94043
15,1.08085,4.6884,10.17178
16,5.64435,2.10601,12.10127
17,6.2616,4.98019,10.8183
18,4.36063,3.36063,9.48805
19,4.2607,2.21038,11.99396
20,0.37847,7.27925,9.22582
21,1.89399,3.81834,9.97746
22,1.40844,5.5,11.4253
23,5.45335,3.63937,8.50716
24,5.89399,6.31458,9.52955
25,2.61509,0.42445,10.04178
26,1.40521,6.52764,8.78929
27,1.78962,3.80193,12.82013
28,2.6884,5.29979,12.01556
29,3.76504,4.78962,9.81386
30,2.94689,1.55208,10.16975
31,6.10601,5.1884,10.21472
32,5.02243,4.54508,10.10283
33,0.84932,5.52655,11.0
34,3.3116,3.56749,10.51195
35,4.94148,5.5,9.73361
