c,x,y,z
0,1.71673,0.16367,10.05841
1,6.31458,2.88371,7.09883
2,2.81985,3.28113,17.60902
3,5.59666,0.10064,18.10287
4,4.72579,3.94061,11.6106
5,3.21083,1.71038,8.34349
6,5.27646,2.75654,14.89827
7,5.99657,1.24103,15.02488
8,7.44015,6.7308,11.85083
9,7.02084,6.2859,18.55051
10,0.93221,6.78966,17.19991
11,3.36462,4.57418,5.29771
12,3.16292,4.13822,10.1506
13,2.07931,4.76927,1.94268
14,3.12177,4.67951,3.84892
15,4.97119,1.31367,2.05234
16,2.21712,0.00617,2.25148
17,0.01456,5.0,8.00479
18,0.87279,3.74721,0.68096
19,0.80412,2.14597,16.75807
20,4.80092,5.61036,5.96372
21,3.0,1.05127,4.95702
22,0.36406,1.41285,0.069
23,3.64149,3.88305,15.19849
24,4.22125,2.68455,8.14777
25,4.61036,5.78889,13.54601
26,6.31027,2.60424,11.60076
27,2.38964,4.39984,13.64741
28,3.8068,5.5,0.85666
29,3.68073,3.32243,16.94816
30,4.73103,5.65068,11.44347
31,5.07582,0.00617,7.53581
32,2.93547,0.29947,12.81124
33,3.39801,5.88948,18.94758
34,0.10963,1.62115,10.1506
35,1.24346,2.05885,6.58917
