c,x,y,z
0,4.89012,2.69648,6.06129
1,4.78879,0.971,8.74852
2,4.74507,1.9388,17.19251
3,6.32174,6.28169,12.89444
4,0.5778,2.62682,8.84795
5,2.54486,7.1692,3.60619
6,4.63205,4.0101,11.88182
7,5.09698,1.23894,17.81707
8,2.17084,0.6025,6.52879
9,2.19244,4.95502,20.40814
10,3.78113,0.36432,19.19797
11,3.38862,6.1585,6.5
12,1.98282,1.91798,12.39876
13,5.88588,0.29265,2.74367
14,3.00804,4.65196,0.31704
15,5.27234,4.55646,1.14919
16,5.38964,2.53991,20.01762
17,3.75473,5.23711,9.60076
18,5.71046,4.30581,17.65685
19,2.11669,1.24346,17.09647
20,3.89399,0.60978,3.48031
21,3.39262,1.99716,5.06149
22,0.4961,2.62885,1.09311
23,7.07277,6.21859,16.91862
24,0.46654,3.77176,10.3629
25,0.68206,0.88435,11.46495
26,6.78271,5.20282,16.3471
27,3.24504,4.83099,16.49047
28,5.07306,4.25005,6.0673
29,4.0,1.57942,10.80151
30,1.59361,4.86747,13.40734
31,1.03955,2.42639,6.0
32,2.10888,4.60406,14.89906
33,0.62994,0.26951,16.61053
34,3.67908,4.25324,8.91806
35,7.39844,3.37922,8.25026
