c,x,y,z
0,2.61036,5.31312,1.03252
1,5.5,6.86152,0.7202
2,7.0765,1.08938,7.79916
3,6.46478,3.1932,17.10076
4,2.75601,1.87456,7.03978
5,0.96354,5.51038,5.26337
6,5.58296,6.43234,12.608
7,0.75109,6.14929,17.06753
8,4.23073,5.08858,18.60124
9,3.28113,1.86747,16.74732
10,2.65771,7.37381,13.44973
11,1.5,1.74046,15.14777
12,2.79271,1.98075,4.80295
13,4.76747,3.09187,12.20767
14,5.27656,3.74684,5.59311
15,5.01952,1.5,9.4583
16,4.3943,6.26168,4.3044
17,0.24406,5.60601,9.69952
18,4.18316,3.49715,15.14777
19,6.19891,4.85141,2.05064
20,3.67929,6.32607,10.84646
21,4.5,3.5703,2.34928
22,1.89638,5.12208,2.30611
23,3.20537,7.31544,16.72011
24,5.56638,1.96652,15.45099
25,1.04142,6.52622,1.75328
26,5.02243,4.36975,8.71369
27,0.61997,4.0,12.24422
28,0.69459,3.08031,2.07504
29,3.25005,4.27678,17.81183
30,2.84765,5.84407,8.29963
31,2.28962,1.94275,10.09978
32,0.23553,2.63304,18.20478
33,4.47137,1.12755,4.09311
34,2.01182,0.40635,20.49993
35,2.64398,5.5,11.4506
