c,Rg
0,2.1086268074270516
1,2.3231890372072606
2,2.1967398350737852
3,2.175078070690797
4,2.0094202702520945
5,1.5357773815237676
6,2.022788621532166
7,1.8567721069371976
8,3.0413048793240045
9,1.6690308154435014
10,2.67320765831987
11,2.2476085312393708
12,2.1802866096685545
13,2.371834170699967
14,2.3745950594153946
15,2.430142228203938
16,2.4638806646020828
17,2.274370678539451
18,2.0016193661383275
19,1.5921754487806927
20,2.4589889286046
21,2.1932484232525966
22,2.442391908478244
23,1.6364982675823398
24,2.419299899185713
25,2.272346606682176
26,1.9284340153087944
27,1.8788913900755413
28,2.3812939317312343
29,2.395664132511066
30,2.6831480302435793
31,2.3535072449006824
32,2.334114532301275
33,2.3869610793852503
34,2.184712460576906
35,2.007829364512831
