c,x,y,z
0,3.40844,5.14165,11.23736
1,0.7384,1.04142,11.00065
2,0.00617,2.05311,7.27441
3,5.13253,1.78962,10.07057
4,1.63937,2.63937,10.42655
5,1.63937,1.6114,10.14463
6,6.62153,3.12762,9.94666
7,6.548,0.11651,10.33354
8,4.98019,6.18166,9.87535
9,5.59826,0.35754,10.21986
10,2.26146,0.10907,11.00683
11,3.6497,2.33859,10.40669
12,2.40844,6.26168,9.55758
13,0.03965,2.89756,6.39321
14,3.5,6.5,10.0
15,0.09113,4.44354,10.31981
16,6.63916,1.89756,9.36391
17,6.5,5.52251,11.40617
18,4.6884,2.99956,9.50662
19,4.6884,1.22258,8.34267
20,0.63937,6.40844,12.54772
21,1.41125,3.89399,9.83282
22,1.5,4.6884,9.41122
23,5.5,3.32612,9.90264
24,5.5,6.05311,10.23235
25,3.88281,0.37847,9.238
26,1.8415,7.16889,11.00869
27,2.83577,2.46235,12.94215
28,2.3886,4.92639,9.5
29,3.55208,3.8671,9.50801
30,3.66741,1.5,9.27728
31,6.47842,5.0,10.28352
32,5.22258,4.8247,11.89126
33,0.7926,5.90424,10.43729
34,3.25279,3.59826,9.44781
35,4.36063,5.34856,10.35847
