c,x,y,z
0,2.2,5.65,12.75
1,4.65,4.65,1.9
2,1.65,1.15,8.9
3,5.05,0.95,6.2
4,1.55,3.05,8.8
5,1.7,1.65,4.85
6,2.55,1.1,17.35
7,5.35,2.8,8.85
8,5.7,4.7,9.7
9,3.4,4.15,4.05
10,3.9,2.55,8.15
11,5.05,2.75,9.1
12,0.75,4.05,6.2
13,0.95,2.2,12.45
14,4.5,5.55,13.55
15,1.0,3.7,16.4
16,5.2,3.2,3.9
17,3.45,4.05,17.5
18,4.6,1.45,1.85
19,4.6,4.3,5.1
20,1.3,3.15,2.35
21,1.85,3.9,11.45
22,1.55,5.4,7.25
23,4.85,1.9,18.35
24,3.85,4.15,1.4
25,5.0,2.85,15.15
26,1.85,3.4,2.05
27,2.95,3.4,9.45
28,1.9,6.35,12.35
29,4.75,1.95,12.4
30,3.9,0.8,13.1
31,4.85,4.25,17.2
32,6.25,3.25,14.7
33,5.05,5.4,8.35
34,3.3,4.6,13.9
35,5.4,5.85,14.95
