c,x,y,z
0,5.55,3.5,9.85
1,0.95,0.75,11.7
2,2.05,3.2,12.15
3,4.25,1.4,12.35
4,2.05,5.1,2.05
5,4.2,2.15,7.05
6,3.75,2.85,18.3
7,3.2,3.4,13.6
8,5.15,6.0,8.25
9,5.15,1.8,16.15
10,2.75,1.35,13.2
11,1.6,2.25,2.25
12,3.3,6.35,8.05
13,2.05,5.5,10.45
14,4.2,6.0,11.4
15,1.1,5.55,8.15
16,4.65,3.0,1.35
17,3.0,3.8,18.6
18,2.15,0.95,7.2
19,6.0,1.1,15.6
20,2.95,2.85,5.4
21,2.05,2.65,10.5
22,2.6,3.6,11.1
23,1.35,6.15,17.6
24,5.85,4.85,15.3
25,4.2,0.85,14.55
26,0.85,2.35,10.0
27,4.05,2.4,3.25
28,3.6,4.2,11.8
29,6.35,3.15,6.1
30,3.95,2.0,3.35
31,4.85,4.65,17.5
32,4.95,5.55,13.1
33,1.5,5.75,11.15
34,4.95,4.3,6.15
35,1.85,2.05,19.1
