c,Rg
0,2.281446909309967
1,2.4748737341529163
2,2.3032585612562047
3,3.7861590035285095
4,2.585536694769579
5,2.39269722280108
6,2.7549954627911823
7,2.63912864407933
8,3.110466202999158
9,3.7536648758246924
10,3.1898275815473163
11,2.9639500670557863
12,1.695582495781317
13,3.3294143629172983
14,2.039607805437114
15,2.0940391591371927
16,3.760983913818298
17,1.6822603841260722
18,2.361143790623519
19,3.340658617698013
20,1.7734147850968198
21,2.8486839066488234
22,2.4423349483639623
23,3.54400902933387
24,4.036706578387882
25,3.5658098659350865
26,2.109502310972898
27,1.6926310879810758
28,2.946183972531247
29,2.4556058315617353
30,2.502998202156766
31,2.799107000455681
32,2.018662923818635
33,2.57390753524675
34,2.4899799195977463
35,2.1920310216782974
