c,Rg
0,2.0199009876724157
1,1.7705931209625774
2,1.4352700094407325
3,2.0651876428063383
4,2.295648056649799
5,1.736375535418534
6,1.63707055437449
7,1.8854707634964805
8,1.7592612085759183
9,2.2638462845343543
10,1.710263137648707
11,2.694438717061496
12,2.0976176963403033
13,2.363260459619295
14,1.501665741768121
15,2.2034064536530704
16,1.7902513789968157
17,2.026079958935481
18,1.6263455967290592
19,1.653783540854123
20,2.0700241544484452
21,1.893409622876149
22,2.103568396796263
23,2.2293496809607953
24,1.8748333259252674
25,1.8479718612576328
26,1.396424004376894
27,1.4949916387726054
28,2.72304976083802
29,1.6867127793433003
30,1.5459624833740306
31,1.8801595676963165
32,1.4966629547095767
33,1.9209372712298547
34,1.7621010186706096
35,1.5732132722552274
