c,x,y,z
0,3.45,5.25,9.8
1,0.5,1.5,13.6
2,1.0,3.7,14.5
3,6.1,1.6,9.9
4,0.75,2.85,10.5
5,1.5,1.15,10.45
6,6.4,2.9,8.7
7,6.25,0.6,10.85
8,4.3,6.35,9.85
9,5.25,0.95,11.0
10,2.35,2.25,11.3
11,3.95,2.5,8.75
12,1.9,5.5,16.2
13,1.05,4.6,10.35
14,2.95,6.4,9.95
15,2.1,2.75,19.15
16,5.9,2.35,9.55
17,6.35,4.75,8.1
18,4.05,3.4,10.55
19,4.4,0.9,9.7
20,2.6,0.65,15.95
21,1.7,3.9,11.9
22,1.75,4.85,13.0
23,5.55,3.25,8.3
24,5.05,5.8,10.45
25,3.3,0.7,8.7
26,3.1,1.35,14.65
27,2.8,3.95,6.85
28,2.4,5.15,9.75
29,4.3,4.5,9.2
30,3.6,2.0,8.1
31,6.3,6.25,7.85
32,4.45,4.55,9.3
33,1.55,6.4,12.55
34,2.9,3.45,9.75
35,5.55,5.35,6.8
