c,x,y,z
0,5.2,5.5,11.6
1,3.55,4.8,17.75
2,5.15,5.35,16.9
3,2.25,4.55,5.6
4,2.7,1.25,3.85
5,5.15,1.6,13.55
6,2.25,3.85,1.5
7,2.15,3.25,3.8
8,4.8,1.95,15.75
9,2.95,3.3,8.25
10,3.15,0.8,11.45
11,5.65,2.65,4.3
12,5.9,3.7,13.6
13,4.45,0.9,7.35
14,3.3,5.9,12.8
15,1.85,4.7,16.05
16,5.85,3.05,2.6
17,5.75,3.15,13.7
18,2.2,5.1,3.9
19,4.8,3.85,11.35
20,1.3,1.35,7.25
21,4.6,3.65,1.95
22,4.35,4.9,7.35
23,4.75,5.45,9.5
24,1.85,6.0,1.85
25,3.5,2.8,18.2
26,0.9,2.9,15.1
27,1.55,4.5,9.25
28,3.75,2.75,10.8
29,2.2,4.75,13.65
30,1.35,1.1,4.55
31,2.2,4.65,8.55
32,2.35,2.35,13.9
33,2.5,0.95,16.55
34,5.3,5.25,5.65
35,1.75,2.85,18.7
