c,x,y,z
0,5.8,5.35,12.35
1,3.0,1.8,10.2
2,1.65,5.35,12.2
3,5.45,3.75,15.0
4,0.9,4.4,4.9
5,4.65,3.65,8.9
6,2.6,2.9,17.8
7,3.45,2.45,17.9
8,4.2,4.75,7.55
9,3.8,1.3,14.4
10,1.4,3.3,13.7
11,3.4,1.55,3.65
12,3.4,5.45,5.05
13,2.9,4.9,9.6
14,4.15,6.3,8.95
15,3.05,2.8,8.55
16,1.75,4.0,2.55
17,1.7,2.05,15.45
18,1.25,1.7,2.95
19,5.25,3.05,14.3
20,5.15,3.95,2.8
21,5.75,1.25,12.1
22,1.85,1.7,8.25
23,3.6,2.95,14.55
24,5.6,4.2,18.1
25,4.9,5.45,16.65
26,4.9,1.2,9.3
27,4.85,5.25,1.9
28,6.45,1.75,12.0
29,2.75,3.3,1.05
30,3.55,2.3,3.65
31,0.65,4.25,16.5
32,2.75,6.15,15.7
33,1.45,5.15,8.8
34,3.4,3.2,5.7
35,2.85,2.75,18.4
