c,Rg
0,3.0074906483645134
1,2.5465663156493688
2,3.754330832518626
3,2.5495097567963922
4,3.7383151285037486
5,3.4051431687962843
6,2.207940216581962
7,1.3928388277184118
8,2.1459263733874936
9,3.668105778191245
10,3.9382737335030433
11,3.419064199455752
12,3.050409808533929
13,2.8948229652260253
14,1.8614510468986285
15,4.206542523260641
16,1.9937402037376888
17,2.2770595073471402
18,2.975735203273302
19,2.836370920736567
20,5.093623464686019
21,3.890372732785382
22,3.8072299641602947
23,1.8881207588499205
24,1.882817038376273
25,3.9993749511642442
26,4.008116764766216
27,3.8548670534792766
28,1.6077935190813526
29,2.790161285660741
30,2.1783020910791966
31,3.050409808533929
32,2.861817604250837
33,1.6385969608173938
34,3.3860005906674027
35,1.6658331248957683
