c,x,y,z
0,3.95,5.45,10.7
1,0.9,1.05,9.85
2,0.6,4.05,11.75
3,5.25,1.5,10.75
4,3.0,2.55,7.45
5,2.45,2.05,8.8
6,6.2,2.0,11.9
7,6.45,1.35,10.8
8,5.45,6.5,10.75
9,5.7,0.55,10.25
10,2.3,0.5,9.3
11,4.05,3.6,8.95
12,2.5,6.25,9.55
13,1.7,5.1,11.2
14,3.8,6.35,12.25
15,0.5,5.85,11.55
16,5.2,2.3,8.3
17,6.25,4.1,13.65
18,4.35,2.55,6.7
19,4.65,0.95,9.9
20,1.15,0.85,9.2
21,1.05,2.95,9.8
22,1.65,4.2,9.85
23,5.85,3.5,12.25
24,6.5,6.1,11.2
25,3.35,1.05,9.9
26,0.95,1.95,8.9
27,2.95,3.5,8.05
28,2.25,4.65,10.4
29,4.15,4.75,8.1
30,4.05,1.45,4.8
31,5.95,4.9,11.95
32,4.75,4.75,11.6
33,1.55,6.5,10.75
34,4.25,4.1,9.85
35,3.45,5.8,16.45
