c,x,y,z
0,2.15,5.05,18.7
1,1.1,4.3,13.4
2,2.65,4.5,13.75
3,5.4,1.0,16.8
4,4.3,6.0,11.0
5,2.45,1.15,13.7
6,1.4,2.85,2.35
7,5.2,6.1,17.6
8,4.75,2.45,1.5
9,4.3,2.45,18.15
10,2.0,0.8,9.1
11,2.95,4.55,7.6
12,1.15,2.8,8.95
13,0.95,5.6,16.25
14,3.7,2.75,14.55
15,3.95,4.4,15.85
16,5.0,1.3,3.5
17,1.0,3.2,6.7
18,5.75,3.9,12.95
19,4.55,4.0,3.95
20,1.85,2.25,8.7
21,5.7,3.65,11.95
22,1.65,4.4,4.35
23,3.15,3.0,1.05
24,5.9,3.15,8.35
25,4.6,1.25,8.95
26,2.85,0.95,17.4
27,3.25,2.95,12.1
28,2.6,2.7,18.4
29,2.9,5.05,6.35
30,3.2,1.95,12.45
31,3.3,5.95,4.35
32,5.85,5.35,6.7
33,3.7,5.75,15.75
34,5.35,1.4,7.05
35,2.2,4.6,2.0
