c,Rg
0,1.736375535418534
1,2.1
2,1.888120758849921
3,1.8398369492974098
4,2.5228951623085725
5,1.6777961735562517
6,1.888120758849921
7,2.5406692031825
8,1.8973665961010275
9,3.082207001484488
10,1.8867962264113207
11,2.102379604162864
12,1.7930421077041108
13,2.615339366124404
14,2.2449944320643644
15,2.3097618924902195
16,1.7306068299876778
17,1.8452642087245934
18,2.6229754097208002
19,2.2304708023195463
20,2.228227995515719
21,3.0108138434649194
22,1.6688319268278635
23,2.0112185361118766
24,1.9621416870348583
25,1.7131841699011816
26,1.7846568297574747
27,1.653783540854123
28,2.9043071462915218
29,1.8881207588499207
30,2.252776065213762
31,1.987460691435179
32,2.595187854472196
33,2.0940391591371923
34,1.6324827717314507
35,1.6718253497300488
