c,x,y,z
0,3.2,5.7,10.8
1,1.25,1.35,6.1
2,0.6,2.5,10.1
3,6.3,1.0,8.1
4,1.45,2.1,10.25
5,1.2,1.0,9.2
6,6.15,3.55,13.9
7,5.7,0.65,7.25
8,5.0,6.4,10.5
9,4.95,3.45,5.3
10,2.3,2.25,10.55
11,3.4,2.95,10.05
12,1.15,6.4,11.35
13,0.55,4.05,10.2
14,3.8,6.5,10.6
15,1.95,4.25,15.6
16,5.4,2.75,5.55
17,2.75,1.1,18.75
18,5.5,2.35,8.75
19,5.0,1.25,7.25
20,1.1,0.8,7.6
21,1.45,3.65,10.7
22,1.2,5.15,10.45
23,5.45,4.05,10.8
24,4.9,4.45,2.75
25,3.95,0.75,10.8
26,2.75,0.6,8.15
27,3.1,3.4,11.5
28,2.3,5.05,10.45
29,4.1,4.85,11.05
30,3.6,1.8,11.4
31,5.9,5.15,12.35
32,5.4,3.55,12.95
33,1.5,5.65,10.65
34,3.7,3.4,10.6
35,5.45,5.9,12.15
