c,x,y,z
0,2.85,5.75,11.9
1,1.0,1.35,10.95
2,0.75,2.85,10.4
3,5.6,2.65,12.45
4,1.4,3.0,10.3
5,2.6,0.7,11.6
6,6.5,4.2,7.5
7,4.8,1.55,17.95
8,4.8,5.8,7.8
9,5.5,0.8,12.6
10,1.3,0.75,12.55
11,4.65,2.25,10.7
12,2.85,6.0,10.95
13,0.65,4.05,10.1
14,3.25,5.5,11.25
15,0.75,5.5,9.25
16,4.9,2.9,6.6
17,5.7,5.65,5.05
18,4.55,2.85,10.6
19,4.9,1.05,9.55
20,0.65,1.0,9.15
21,2.2,3.5,10.9
22,2.05,4.6,9.85
23,6.05,3.15,6.3
24,5.7,6.4,9.1
25,3.65,0.5,10.15
26,2.25,1.7,11.45
27,2.45,2.6,10.45
28,1.55,5.35,14.8
29,3.35,4.65,10.1
30,3.6,1.8,9.8
31,4.8,6.1,8.4
32,4.8,4.85,8.85
33,1.05,6.5,11.15
34,3.7,3.45,10.45
35,5.3,4.45,7.45
