c,x,y,z
0,3.75,5.6,10.05
1,0.55,1.4,8.95
2,0.6,3.7,12.5
3,6.0,1.55,10.65
4,1.55,2.55,8.7
5,2.4,1.75,9.45
6,6.4,2.55,11.45
7,6.4,0.6,10.1
8,5.25,6.45,10.2
9,5.4,0.85,10.15
10,2.1,0.6,9.4
11,3.4,3.15,9.15
12,2.45,6.5,10.35
13,1.55,5.35,12.8
14,3.9,6.4,9.9
15,0.8,5.9,11.6
16,5.65,2.25,8.7
17,6.25,4.25,11.7
18,4.5,2.25,7.55
19,4.2,0.65,9.95
20,1.15,0.95,9.0
21,1.75,3.75,9.9
22,1.0,4.55,10.35
23,5.55,3.25,10.6
24,5.95,6.15,10.9
25,3.35,1.2,9.95
26,1.15,1.95,7.6
27,2.45,3.4,9.15
28,2.4,5.05,10.55
29,3.25,4.65,9.1
30,3.8,1.7,7.8
31,6.0,4.85,11.05
32,4.75,4.7,9.75
33,1.4,6.3,11.7
34,4.5,3.35,9.55
35,5.05,5.2,10.25
