c,Rg
0,2.1177818584547365
1,1.9519221295943137
2,2.5089838580588757
3,1.6217274740226857
4,2.3558437978779496
5,1.9608671551127577
6,1.906567596493762
7,2.363260459619295
8,1.5491933384829668
9,2.3695991222145576
10,1.847971861257633
11,1.9672315572906005
12,2.4093567606313515
13,2.641022529248852
14,1.4370107863199912
15,1.7449928366615148
16,1.972308292331602
17,1.8124568960391856
18,1.6688319268278637
19,2.1667948680020452
20,1.710263137648707
21,2.0310096011589907
22,1.5540270267920053
23,2.0976176963403033
24,1.5508062419270823
25,1.9274335267396385
26,1.4949916387726052
27,1.6093476939431082
28,2.207940216581962
29,1.9326148090087687
30,2.1874642854227364
31,2.1737065119284162
32,2.08686367547092
33,2.4525496936861444
34,1.6985287751463032
35,2.0554804791094465
