c,x,y,z
0,3.35,4.0,11.65
1,4.1,2.4,16.6
2,3.85,4.35,17.9
3,2.1,4.2,2.5
4,2.0,2.6,7.5
5,2.95,2.1,10.95
6,1.7,5.2,6.1
7,4.4,1.2,5.5
8,5.3,5.9,12.4
9,5.95,2.55,6.9
10,1.2,5.05,10.45
11,2.35,1.4,3.65
12,1.5,5.9,8.0
13,2.0,2.85,9.85
14,1.95,5.65,14.5
15,2.85,1.0,16.65
16,1.65,4.85,3.3
17,5.15,2.2,10.95
18,3.9,5.95,4.05
19,6.05,4.55,9.7
20,2.5,1.2,14.3
21,4.8,5.35,1.05
22,2.1,1.15,5.15
23,4.2,3.35,5.15
24,4.45,4.35,3.0
25,4.35,2.75,15.0
26,1.45,3.8,18.65
27,5.05,1.55,9.7
28,6.15,3.45,18.1
29,1.2,4.6,14.3
30,5.4,2.65,4.45
31,4.1,4.95,13.05
32,4.05,2.35,15.3
33,4.9,5.95,17.05
34,5.25,5.95,6.9
35,5.4,3.45,15.45
