c,Rg
0,2.3632604596192945
1,1.982422760159901
2,2.1610182784974308
3,1.864135188230725
4,1.3874436925511608
5,1.7790446874657193
6,1.6568041525780892
7,2.5248762345905194
8,2.2594247055390007
9,1.9144189719076647
10,2.831077533378413
11,1.9065675964937618
12,1.5540270267920053
13,2.842534080710379
14,2.018662923818635
15,2.714774392099646
16,1.504991694329241
17,1.8343936327844144
18,1.853375299285064
19,1.7306068299876782
20,2.169101196348386
21,2.2803508501982757
22,2.9444863728670914
23,1.54434452114805
24,1.5732132722552272
25,1.6643316977093237
26,1.7320508075688772
27,2.316246964380094
28,2.105943968865269
29,1.91049731745428
30,2.198863342729602
31,2.1023796041628637
32,2.8178005607210745
33,2.5971137826441106
34,1.6688319268278637
35,2.4000000000000004
